Actual,Image,Count,Mean,Max,Std
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_150.jpg,15,0.3139394,0.52490443,0.08212081
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (104).jpg,9,0.30640474,0.42936042,0.049604718
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_078.jpg,7,0.309094,0.42543587,0.057682816
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_093.jpg,10,0.2817551,0.37867346,0.03552294
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (97).jpg,11,0.3288431,0.6100744,0.113228515
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (54).jpg,9,0.2906386,0.4056419,0.053636096
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_052.jpg,11,0.29153576,0.4414816,0.059728622
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_162.jpg,14,0.31667534,0.5676566,0.08227716
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_275.jpg,6,0.30776542,0.4117005,0.059676208
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (5).jpg,10,0.31311503,0.5636313,0.10165476
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_134 - Copy.jpg,8,0.3754351,0.5109958,0.07120361
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (141).jpg,8,0.28867027,0.34715885,0.042637274
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (87).jpg,7,0.29209918,0.3934334,0.04886477
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (49).jpg,9,0.2790459,0.3519833,0.030946389
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_0233 (24).jpg,9,0.28069702,0.42002368,0.052407324
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_216 - Copy.jpg,15,0.2931642,0.4331914,0.050519787
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (74).jpg,5,0.28758115,0.3710885,0.044430807
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (44).jpg,10,0.2758394,0.37806684,0.045001876
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_181 - Copy.jpg,5,0.3105344,0.46836066,0.083413035
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (62).jpg,11,0.29607958,0.3865624,0.046313267
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sn1ap_024 (6).jpg,11,0.2710931,0.33905077,0.03558136
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_109.jpg,9,0.30251005,0.36979428,0.041859113
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_122 - Copy.jpg,12,0.31637833,0.5022634,0.08388319
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_200.jpg,9,0.25270227,0.2945087,0.020049749
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_069 - Copy.jpg,14,0.26305813,0.2888822,0.017827025
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (128).jpg,8,0.2659518,0.31548122,0.022945642
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_207.jpg,6,0.3134683,0.37304714,0.046597987
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_053 - Copy.jpg,11,0.33152276,0.5586909,0.09121343
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_154.jpg,7,0.28644446,0.49515754,0.08641184
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_169 - Copy.jpg,7,0.30011716,0.45217133,0.06896256
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_272.jpg,8,0.3005203,0.3429442,0.03399409
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (72).jpg,14,0.2990825,0.44449633,0.058524724
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (39).jpg,7,0.27745682,0.3217246,0.024909222
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_195.jpg,5,0.26088193,0.30583152,0.030106548
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (131).jpg,10,0.26807833,0.30102563,0.021225624
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (65).jpg,11,0.2779149,0.3684396,0.032206897
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_044.jpg,7,0.29066905,0.3566281,0.043694656
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (19).jpg,7,0.2816861,0.32785645,0.03281159
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (19).jpg,12,0.26001772,0.36856782,0.037718195
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_142 - Copy.jpg,7,0.26061037,0.31819016,0.034405164
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_182.jpg,8,0.27706647,0.34565297,0.03799916
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_241.jpg,6,0.28242925,0.3666868,0.043303512
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_223 - Copy.jpg,14,0.29057136,0.40843344,0.045130566
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_174.jpg,4,0.29896456,0.3867594,0.052655835
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_0233 (17).jpg,13,0.29735506,0.48912627,0.065685056
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_061.jpg,7,0.2788412,0.4296124,0.0638024
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (73).jpg,7,0.26357248,0.3128804,0.027228083
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_0233 (4).jpg,8,0.29522824,0.33790466,0.03457255
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_065 - Copy.jpg,9,0.3230137,0.40913242,0.05490016
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_094.jpg,13,0.27705008,0.33233315,0.026264358
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_015.jpg,4,0.32483685,0.48215294,0.09537298
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_054 - Copy.jpg,14,0.2656187,0.3639952,0.032757856
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (104).jpg,10,0.28909266,0.35589835,0.028915815
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_227.jpg,9,0.29677767,0.35369706,0.034070008
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (29).jpg,13,0.31729105,0.4377657,0.053305153
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (90).jpg,7,0.27366656,0.2945385,0.018615693
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_208 - Copy.jpg,7,0.3606526,0.6919369,0.14641994
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_117.jpg,11,0.31850612,0.43492025,0.048832558
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_270.jpg,10,0.32215837,0.69581854,0.13340175
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (80).jpg,7,0.3220033,0.41761792,0.06176431
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (26).jpg,10,0.28492293,0.41497844,0.05075782
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (107).jpg,9,0.3047665,0.3801257,0.03642542
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_197.jpg,7,0.3026059,0.4204304,0.07325722
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_145.jpg,10,0.30426112,0.44228208,0.05737343
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_033 - Copy.jpg,7,0.27813908,0.42819712,0.064243495
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_226 - Copy.jpg,8,0.2921725,0.3791154,0.03815042
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_222.jpg,11,0.29502022,0.45569825,0.059622258
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_077.jpg,15,0.30578142,0.44726238,0.053988673
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_129 - Copy.jpg,6,0.2610027,0.31269658,0.02443466
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_146.jpg,4,0.2713005,0.31487486,0.026223553
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_0233 (11).jpg,12,0.27602622,0.35186672,0.033870295
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (15).jpg,9,0.25976074,0.3156615,0.026618233
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_015 - Copy.jpg,13,0.2673698,0.3671108,0.039097056
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_031.jpg,10,0.2823091,0.37415648,0.035371505
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (88).jpg,9,0.31121147,0.489535,0.07282024
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sn1ap_024 (51).jpg,9,0.27341592,0.31117356,0.024250044
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_283.jpg,6,0.27500114,0.31016535,0.026804725
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (17).jpg,4,0.3001385,0.4251769,0.07523467
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_215.jpg,10,0.29239988,0.48035824,0.072616465
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_0233 (5).jpg,9,0.3078083,0.49199212,0.068592265
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_238 - Copy.jpg,8,0.28341806,0.33547238,0.026668843
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (41).jpg,9,0.30970418,0.3992781,0.046513207
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_085.jpg,6,0.34259805,0.43982667,0.06940301
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (30).jpg,11,0.26742247,0.44245964,0.059856467
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_225.jpg,11,0.29568034,0.49943775,0.073503576
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_220 - Copy.jpg,7,0.30034402,0.44401786,0.06250533
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_064.jpg,8,0.32788837,0.49785364,0.07045921
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_002 - Copy.jpg,13,0.27942714,0.37829655,0.043661546
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_024 - Copy.jpg,13,0.2659314,0.33128172,0.027429713
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_048.jpg,12,0.29217723,0.43903166,0.053778127
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_042 - Copy.jpg,5,0.25321823,0.27892372,0.0139185535
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_251.jpg,8,0.31484836,0.43492305,0.06626563
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_056 - Copy.jpg,9,0.3145377,0.55142725,0.09261358
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_018 - Copy.jpg,20,0.27609235,0.3500685,0.033393774
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (55).jpg,9,0.26579937,0.31094918,0.01970275
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_198.jpg,10,0.29895246,0.34953237,0.03199586
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_0233 (19).jpg,10,0.28628558,0.37118292,0.038525384
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sn1ap_024 (60).jpg,13,0.29103813,0.45680153,0.060628608
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_244.jpg,9,0.28631237,0.3480637,0.043517046
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (11).jpg,9,0.27055624,0.30407774,0.02398854
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (126).jpg,16,0.29753304,0.38619643,0.033729423
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_104 - Copy.jpg,12,0.28615847,0.47722894,0.070164956
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_212 - Copy.jpg,6,0.2814249,0.36498713,0.039672542
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (57).jpg,4,0.24637933,0.27256033,0.01770529
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (96).jpg,8,0.3234945,0.50566185,0.07969766
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_222 - Copy.jpg,13,0.29533154,0.40558228,0.056101047
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (11).jpg,13,0.32061103,0.4943895,0.080962665
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sn1ap_024 (1).jpg,16,0.2953204,0.41815016,0.053743962
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_211 - Copy.jpg,7,0.28275567,0.33683723,0.030784752
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_288.jpg,4,0.28326714,0.38531408,0.06010174
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_108.jpg,8,0.28905317,0.3495229,0.0338274
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sn1ap_024 (34).jpg,11,0.2904037,0.449364,0.069966555
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (10).jpg,12,0.29194555,0.4147703,0.05869229
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (58).jpg,9,0.2796019,0.40275785,0.052973013
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (84).jpg,10,0.2717599,0.35979164,0.041953728
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_073.jpg,5,0.3190414,0.50177324,0.09353215
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (14).jpg,14,0.29341254,0.41928318,0.046635766
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_116 - Copy.jpg,10,0.28053287,0.41882223,0.052267656
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_218.jpg,5,0.26293325,0.3045538,0.020939803
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (18).jpg,6,0.27873853,0.3219744,0.031240176
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_242.jpg,9,0.2917215,0.36400795,0.037040465
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (22).jpg,6,0.26632938,0.28952426,0.020125244
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (46).jpg,7,0.29674578,0.44021785,0.060540613
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (55).jpg,14,0.30253977,0.39208108,0.03619125
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_088 - Copy.jpg,10,0.2805256,0.35705966,0.04151623
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sn1ap_024 (35).jpg,13,0.276739,0.3735444,0.039916594
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_130 - Copy.jpg,5,0.27257386,0.3516344,0.04245441
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sn1ap_024 (45).jpg,10,0.2775199,0.3175815,0.027458064
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_231 - Copy.jpg,8,0.29712582,0.44689187,0.06593597
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_253.jpg,3,0.26183724,0.26647335,0.0036291156
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_138 - Copy.jpg,11,0.31464565,0.47252253,0.06339614
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sn1ap_024 (58).jpg,12,0.27312282,0.34526742,0.03438951
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (45).jpg,7,0.26274416,0.3346418,0.03553655
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_0233 (10).jpg,9,0.28631294,0.38617358,0.04051937
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_137.jpg,9,0.2766075,0.3402767,0.033020876
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_166 - Copy.jpg,12,0.2823566,0.40024185,0.04607248
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (111).jpg,9,0.28388235,0.33312708,0.025163585
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_127 - Copy.jpg,9,0.28536257,0.35191017,0.039590493
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_194 - Copy.jpg,7,0.27146667,0.30477104,0.024479661
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_245 - Copy.jpg,9,0.32856327,0.48247805,0.07084107
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (12).jpg,12,0.34046522,0.46724123,0.07559875
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (149).jpg,7,0.28820664,0.34541154,0.0348994
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (35).jpg,5,0.3014016,0.37456584,0.05155104
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_237.jpg,6,0.28462765,0.37010384,0.043217555
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (113).jpg,10,0.28890774,0.40190932,0.04192923
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (29).jpg,8,0.31619138,0.40096104,0.0542532
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sn1ap_024 (23).jpg,11,0.31222886,0.52323323,0.08021417
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_046.jpg,8,0.30048257,0.38061425,0.047091432
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sn1ap_024 (9).jpg,15,0.30546057,0.5219914,0.0726124
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (19).jpg,11,0.32137498,0.57749385,0.107621066
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_204 - Copy.jpg,3,0.3273435,0.35097757,0.026388954
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (122).jpg,9,0.29610896,0.4105637,0.059886277
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (147).jpg,14,0.3022189,0.40123928,0.0422994
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_138.jpg,4,0.29469568,0.43187666,0.08053959
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_239.jpg,10,0.2646362,0.2981106,0.020328805
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (16).jpg,8,0.30606082,0.4934035,0.076537296
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (95).jpg,9,0.32808307,0.50300616,0.082357846
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (69).jpg,6,0.29559222,0.35016644,0.036536735
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (90).jpg,4,0.30056733,0.3566113,0.036667407
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_109 - Copy.jpg,6,0.28563178,0.36020035,0.034226026
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_248.jpg,7,0.29203016,0.34504664,0.028454525
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_118 - Copy.jpg,3,0.38235915,0.4648807,0.1011607
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_198 - Copy.jpg,6,0.28317538,0.35190737,0.045748916
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap1_043 (61).jpg,7,0.2878451,0.33158287,0.02800635
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (157).jpg,9,0.2663765,0.30917704,0.024606971
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (37).jpg,10,0.27703896,0.3325529,0.03195575
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_037 - Copy.jpg,7,0.27165025,0.31478244,0.026691133
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (76).jpg,8,0.2739111,0.3174143,0.025696697
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (121).jpg,12,0.3018637,0.6071923,0.10009673
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sn1ap_024 (7).jpg,11,0.28161404,0.35695785,0.036368556
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_133 - Copy.jpg,7,0.2543747,0.28239012,0.016068997
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_289.jpg,5,0.2668627,0.2942523,0.026941145
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (38).jpg,8,0.28978735,0.35125875,0.03836535
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_018.jpg,5,0.27513385,0.3553977,0.044587348
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snp_147 (135).jpg,10,0.3029548,0.4363838,0.053387612
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Sap_148 (152).jpg,11,0.31385472,0.6563501,0.11461078
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_037.jpg,8,0.30533594,0.4564818,0.07103471
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_096 - Copy.jpg,7,0.30834785,0.45725995,0.065120086
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_282.jpg,8,0.34489775,0.6103538,0.11778241
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_192 - Copy.jpg,6,0.27819434,0.3122296,0.0216478
[Malignant] early Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] early Pre-B/Snap_101 - Copy.jpg,7,0.2729312,0.33083612,0.039749525
